name,rating,genre,released,country,gross,company
Mask,PG-13,Biography,"March 22, 1985",United States,48230162.0,Universal Pictures
Legend,PG,Adventure,"April 18, 1986",United States,15502112.0,Legend Production Company
The Return of the Living Dead,R,Comedy,"August 16, 1985",United States,14237880.0,Cinema '84
St. Elmo's Fire,R,Drama,"June 28, 1985",United States,37803872.0,Columbia Pictures
Brazil,R,Drama,"December 18, 1985",United Kingdom,9949953.0,Embassy International Pictures
Pale Rider,R,Drama,"June 28, 1985",United States,41410568.0,The Malpaso Company
Teen Wolf,PG,Comedy,"August 23, 1985",United States,33086611.0,Atlantic Entertainment Group
Real Genius,PG,Comedy,"August 7, 1985",United States,12952019.0,Delphi III Productions
Commando,R,Action,"October 4, 1985",United States,57491000.0,SLM Production Group
Witness,R,Crime,"February 8, 1985",United States,68706993.0,Paramount Pictures
The Color Purple,PG-13,Drama,"February 7, 1986",United States,98467863.0,Amblin Entertainment
Silverado,PG-13,Action,"July 10, 1985",United States,32192570.0,Columbia Pictures
Rocky IV,PG,Drama,"November 27, 1985",United States,300473716.0,United Artists
Better Off Dead...,PG,Comedy,"October 11, 1985",United States,10297601.0,A&M Films
Ran,R,Action,"June 1, 1985",Japan,4164283.0,Greenwich Film Productions
Ladyhawke,PG-13,Adventure,"April 12, 1985",United States,18432000.0,Twentieth Century Fox
A Room with a View,Not Rated,Drama,"April 11, 1986",United Kingdom,21041453.0,Goldcrest Films International
Red Sonja,PG-13,Action,"July 3, 1985",United States,6951415.0,Dino De Laurentiis Company
Fright Night,R,Fantasy,"August 2, 1985",United States,24922237.0,Columbia Pictures
Explorers,PG,Adventure,"July 12, 1985",United States,9873044.0,Paramount Pictures
Flesh+Blood,R,Adventure,"August 30, 1985",Netherlands,,Riverside Pictures
Mad Max Beyond Thunderdome,PG-13,Action,"July 10, 1985",Australia,36230219.0,Kennedy Miller Productions
After Hours,R,Comedy,"October 11, 1985",United States,10609321.0,The Geffen Company
A View to a Kill,PG,Action,"May 24, 1985",United Kingdom,50327960.0,Eon Productions
Fletch,PG,Comedy,"May 31, 1985",United States,59612888.0,Universal Pictures
Perfect,R,Drama,"June 7, 1985",United States,12918858.0,Columbia Pictures
A Nightmare on Elm Street 2: Freddy's Revenge,R,Horror,"November 1, 1985",United States,29999213.0,New Line Cinema
Summer Rental,PG,Comedy,"August 9, 1985",United States,24689703.0,Paramount Pictures
Lifeforce,R,Action,"June 21, 1985",United Kingdom,11603545.0,Golan-Globus Productions
Pee-wee's Big Adventure,PG,Adventure,"August 9, 1985",United States,40940662.0,Warner Bros.
Out of Africa,PG,Biography,"December 20, 1985",United States,227514205.0,Mirage Enterprises
Day of the Dead,Not Rated,Horror,"July 19, 1985",United States,5000000.0,United Film Distribution Company (UFDC)
Just One of the Guys,PG-13,Comedy,"April 26, 1985",United States,11528900.0,Columbia Pictures
National Lampoon's European Vacation,PG-13,Adventure,"July 26, 1985",United States,49364621.0,National Lampoon
Spies Like Us,PG,Adventure,"December 6, 1985",United States,60088980.0,Warner Bros.
House,R,Comedy,"February 28, 1986",United States,19444631.0,New World Pictures
Police Academy 2: Their First Assignment,PG-13,Comedy,"March 29, 1985",United States,55600000.0,Warner Bros.
The Black Cauldron,PG,Animation,"July 24, 1985",United States,21288692.0,Walt Disney Pictures
Friday the 13th: A New Beginning,R,Horror,"March 22, 1985",United States,21930418.0,Georgetown Productions Inc.
Runaway Train,R,Action,"January 17, 1986",United States,7683620.0,Golan-Globus Productions
Re-Animator,Unrated,Comedy,"October 18, 1985",United States,2023414.0,Empire Pictures
Brewster's Millions,PG,Comedy,"May 22, 1985",United States,45833132.0,Universal Pictures
The Last Dragon,PG-13,Action,"March 22, 1985",United States,25754284.0,Delphi III Productions
The Legend of Billie Jean,PG-13,Action,"July 19, 1985",United States,3099497.0,Gomillion Studios
Desperately Seeking Susan,PG-13,Comedy,"April 12, 1985",United States,27398584.0,Orion Pictures
Girls Just Want to Have Fun,PG,Comedy,"April 12, 1985",United States,6326051.0,New World Pictures
Vision Quest,R,Drama,"February 15, 1985",United States,12993175.0,Warner Bros.
Jagged Edge,R,Drama,"October 4, 1985",United States,40491165.0,Columbia Pictures
Enemy Mine,PG-13,Action,"December 20, 1985",United States,12303411.0,Twentieth Century Fox
Tuff Turf,R,Action,"January 11, 1985",United States,9369329.0,New World Pictures
Volunteers,R,Adventure,"August 16, 1985",United States,19875740.0,HBO Pictures
The Jewel of the Nile,PG,Action,"December 11, 1985",United States,96773200.0,SLM Production Group
Once Bitten,PG-13,Comedy,"November 15, 1985",United States,10000000.0,Night Life Inc.
Private Resort,R,Comedy,"May 3, 1985",United States,331816.0,Delphi III Productions
Police Story,PG-13,Action,"December 14, 1985",Hong Kong,113164.0,Golden Way Films Ltd.
Into the Night,R,Action,"February 22, 1985",United States,7562164.0,Universal Pictures
The Sure Thing,PG-13,Comedy,"March 1, 1985",United States,18135531.0,Embassy Pictures
White Nights,PG-13,Drama,"December 6, 1985",United States,42160849.0,Columbia Pictures
Mischief,R,Comedy,"February 8, 1985",United States,8692426.0,Twentieth Century Fox
Silver Bullet,R,Horror,"October 11, 1985",United States,12361866.0,Dino De Laurentiis Company
Kiss of the Spider Woman,R,Drama,"July 26, 1985",Brazil,17009654.0,HB Filmes
My Beautiful Laundrette,R,Comedy,"April 4, 1986",United Kingdom,2455535.0,Working Title Films
Young Sherlock Holmes,PG-13,Adventure,"December 4, 1985",United States,19739575.0,Amblin Entertainment
Smooth Talk,PG-13,Drama,"November 15, 1985",United Kingdom,16785.0,American Playhouse
Porky's Revenge,R,Comedy,"March 22, 1985",United States,20518905.0,Melvin Simon Productions
Year of the Dragon,R,Action,"August 16, 1985",United States,18707466.0,Dino De Laurentiis Company
Prizzi's Honor,R,Comedy,"June 14, 1985",United States,26657534.0,ABC Motion Pictures
The Quiet Earth,R,Drama,"October 18, 1985",New Zealand,2123135.0,Cinepro
Tampopo,Not Rated,Comedy,,Japan,444213.0,Itami Productions
Creature,R,Horror,"March 19, 1986",United States,,Trans World Entertainment (TWE)
Secret Admirer,R,Comedy,"June 14, 1985",United States,8622757.0,Orion Pictures
"No Retreat, No Surrender",PG,Action,"May 2, 1986",United States,4662137.0,Seasonal Film Corporation
D.A.R.Y.L.,PG,Family,"June 14, 1985",United Kingdom,7840873.0,Paramount Pictures
Mishima: A Life in Four Chapters,R,Biography,"September 20, 1985",United States,569996.0,Zoetrope Studios
A Chorus Line,PG-13,Drama,"December 20, 1985",United States,14202899.0,Embassy Pictures
Cat's Eye,PG-13,Comedy,"April 12, 1985",United States,13086298.0,Dino De Laurentiis Company
Murphy's Romance,PG-13,Comedy,"January 31, 1986",United States,30867525.0,Columbia Pictures
Heaven Help Us,R,Comedy,"February 8, 1985",United States,6070794.0,HBO Pictures
American Flyers,PG-13,Drama,"August 16, 1985",United States,1420355.0,WW Production
The Journey of Natty Gann,PG,Adventure,"September 27, 1985",United States,9708373.0,Walt Disney Pictures
Trouble in Mind,R,Comedy,,United States,19632.0,Pfeiffer/Blocker Production
Fandango,PG,Comedy,"January 25, 1985",United States,91666.0,Warner Bros.
Gotcha!,PG-13,Action,"May 3, 1985",United States,10806919.0,Universal Pictures
Death Wish 3,R,Action,"November 1, 1985",United States,16116878.0,The Cannon Group
King Solomon's Mines,PG-13,Action,"November 22, 1985",United States,15057465.0,The Cannon Group
American Warrior,R,Action,"August 30, 1985",United States,10499694.0,The Cannon Group
The Emerald Forest,R,Action,"July 3, 1985",United Kingdom,24468550.0,Christel Films
The Holcroft Covenant,R,Action,"October 18, 1985",United Kingdom,393825.0,Edie & Ely Landau Inc.
The Falcon and the Snowman,R,Biography,"February 8, 1985",United Kingdom,17130087.0,Hemdale
Transylvania 6-5000,PG,Comedy,"November 8, 1985",Yugoslavia,7196872.0,Balcor Film Investors
Desert Hearts,R,Drama,"March 7, 1986",United States,2492088.0,Desert Hearts Productions
The Heavenly Kid,PG-13,Comedy,"July 26, 1985",United States,3852271.0,Engelberg-Sumner-Cheikes
The Purple Rose of Cairo,PG,Comedy,"April 19, 1985",United States,10631333.0,Jack Rollins & Charles H. Joffe Productions
The Man with One Red Shoe,PG,Comedy,"July 19, 1985",United States,8645411.0,Twentieth Century Fox
My Life as a Dog,Unrated,Drama,"May 1, 1987",Sweden,8349284.0,Svensk Filmindustri (SF)
My Science Project,PG,Action,"August 9, 1985",United States,4122748.0,Touchstone Pictures
Seven Minutes in Heaven,PG-13,Comedy,"May 9, 1985",United States,,Fifteen
Fraternity Vacation,R,Comedy,"April 12, 1985",United States,3333306.0,New World Pictures
The New Kids,R,Crime,"January 18, 1985",United States,199108.0,Columbia Pictures
Tomboy,R,Comedy,"November 14, 1985",United States,14100000.0,Marimark Productions
Invasion U.S.A.,R,Action,"September 27, 1985",United States,17536256.0,Cannon Films
Revolution,PG,Adventure,"December 25, 1985",United Kingdom,358574.0,Goldcrest Films International
Lost in America,R,Comedy,"February 8, 1985",United States,10179000.0,The Geffen Company
Subway,R,Thriller,"November 6, 1985",France,390659.0,Les Films du Loup
Moving Violations,PG-13,Comedy,"April 19, 1985",United States,10627754.0,SLM Production Group
Nomads,R,Horror,"March 7, 1986",United States,2278264.0,Cinema VII
Fool for Love,R,Drama,"May 14, 1986",United States,836156.0,Cinema '84
Baby: Secret of the Lost Legend,PG,Adventure,"March 22, 1985",United States,14972297.0,Silver Screen Partners II
Code of Silence,R,Action,"May 3, 1985",United States,20345361.0,Orion Pictures
Crimewave,PG-13,Comedy,"April 25, 1986",United States,5101.0,Columbia Pictures
Gymkata,R,Action,"May 3, 1985",United States,5730596.0,Metro-Goldwyn-Mayer (MGM)
Sweet Dreams,PG-13,Biography,"October 11, 1985",United States,9085049.0,HBO Pictures
The Slugger's Wife,PG-13,Comedy,"March 29, 1985",United States,1878561.0,Rastar Films
Avenging Angel,R,Action,"January 11, 1985",United States,5622787.0,Avenging Venture
Santa Claus: The Movie,PG,Adventure,"November 27, 1985",United Kingdom,23717291.0,GGG
That Was Then... This Is Now,R,Crime,"November 8, 1985",United States,8630068.0,Media Ventures
Agnes of God,PG-13,Drama,"September 27, 1985",United States,25627836.0,Columbia Pictures
Rustlers' Rhapsody,PG,Comedy,"May 10, 1985",United States,6090497.0,Paramount Pictures
The Adventures of Mark Twain,G,Animation,"July 26, 1985",United States,849915.0,Atlantic
Stick,R,Action,"April 26, 1985",United States,8489518.0,Universal Pictures
The Bride,PG-13,Fantasy,"August 16, 1985",United Kingdom,3558669.0,Colgems Productions Ltd.
Morons from Outer Space,PG-13,Comedy,"September 20, 1985",United Kingdom,441137.0,Calendar Productions
Godzilla 1985,PG,Action,"August 23, 1985",Japan,4116395.0,Toho Company
Plenty,R,Drama,"September 20, 1985",United Kingdom,6148000.0,Pressman Productions
King David,PG-13,Adventure,"March 29, 1985",United Kingdom,5111099.0,Barclays Mercantile Industrial Finance
The Trip to Bountiful,PG,Drama,"January 24, 1986",United States,7491903.0,Bountiful Film Partners
Missing in Action 2: The Beginning,R,Action,"March 1, 1985",United States,10755447.0,The Cannon Group
The Protector,R,Action,"August 23, 1985",Hong Kong,981817.0,Eurasia Investments
The Mean Season,R,Crime,"February 15, 1985",United States,4349446.0,David Foster Productions
Turk 182,PG-13,Comedy,"February 15, 1985",United States,3594997.0,Interscope Communications
The Official Story,Not Rated,Drama,"November 8, 1985",Argentina,69832.0,Historias Cinematograficas Cinemania
Krush Groove,R,Comedy,"October 25, 1985",United States,11052713.0,Crystalite Productions
He-Man and She-Ra: The Secret of the Sword,G,Animation,"March 22, 1985",United States,7660857.0,Filmation Associates
Warning Sign,R,Drama,"August 23, 1985",United States,1918117.0,SLM Production Group
Creator,R,Comedy,"September 20, 1985",United States,5349607.0,Kings Road Entertainment
Taipei Story,Not Rated,Drama,,Taiwan,35336.0,Evergreen Film Company
Otac na sluzbenom putu,R,Drama,"October 11, 1985",Yugoslavia,34751.0,Centar Film
The Aviator,PG,Adventure,"March 15, 1985",United States,1304192.0,United Artists
Starchaser: The Legend of Orin,PG,Animation,"November 22, 1985",South Korea,3360800.0,Young Sung Production Co.
Maxie,PG,Comedy,"September 27, 1985",United States,2564278.0,Aurora
DEFCON-4,R,Action,"March 15, 1985",Canada,1057064.0,New World Pictures
The Care Bears Movie,G,Animation,"March 29, 1985",Canada,22934622.0,Nelvana
Sylvester,PG,Drama,"March 15, 1985",United States,385687.0,Columbia Pictures
Radioactive Dreams,R,Action,"September 19, 1986",Mexico,220038.0,ITM Productions
Twice in a Lifetime,R,Drama,"November 8, 1985",United States,8402424.0,Bud Yorkin Productions
Dance with a Stranger,R,Biography,"August 9, 1985",United Kingdom,2174622.0,Goldcrest Films International
Water,PG-13,Adventure,"April 18, 1986",United Kingdom,1256862.0,HandMade Films
One Magic Christmas,G,Family,"November 22, 1985",Canada,13677222.0,Walt Disney Pictures
Echo Park,R,Comedy,"July 25, 1986",United States,,Sascha-Verleih
O.C. and Stiggs,R,Comedy,,United States,29815.0,Metro-Goldwyn-Mayer (MGM)
The Good Father,R,Drama,"February 11, 1987",United Kingdom,421201.0,Channel Four Films
Fever Pitch,R,Drama,"November 22, 1985",United States,618847.0,Metro-Goldwyn-Mayer (MGM)
The Doctor and the Devils,R,Crime,"October 4, 1985",United Kingdom,147070.0,Brooksfilms
Head Office,PG-13,Comedy,"January 3, 1986",United States,3393807.0,Guber-Peters Company
Eleni,PG,Drama,"December 21, 1985",United States,305102.0,CBS Entertainment Production
Dreamchild,PG,Biography,"October 4, 1985",United Kingdom,1215923.0,PfH Ltd.
Defense of the Realm,PG,Thriller,"November 21, 1986",United Kingdom,750000.0,The Rank Organisation
Bad Medicine,PG-13,Comedy,"November 22, 1985",United States,2685453.0,Lantana Productions
Wetherby,R,Drama,"July 19, 1985",United Kingdom,1299985.0,Film Four International
Compromising Positions,R,Comedy,"August 30, 1985",United States,12531831.0,Blackhawk Productions
Rainbow Brite and the Star Stealer,G,Animation,"November 15, 1985",United States,4889971.0,DIC Entertainment
Alamo Bay,R,Action,"April 3, 1985",United States,,Delphi IV Productions
Three Men and a Cradle,PG-13,Comedy,"April 25, 1986",France,2052466.0,Flach Film
In the Shadow of Kilimanjaro,R,Action,"May 9, 1986",United Kingdom,,Film Corporation of Kenya
Rappin',PG,Drama,"May 10, 1985",United States,2864844.0,Cannon Pictures
Bal na vodi,R,Drama,"October 24, 1985",Yugoslavia,,CFS Avala Film
Certain Fury,R,Action,"March 1, 1985",United States,1381091.0,Entertainment Events
Bliss,R,Comedy,"February 21, 1986",Australia,,Window III Productions
Code Name: Emerald,PG,Action,"September 27, 1985",United States,561548.0,Metro-Goldwyn-Mayer (MGM)
Colonel Redl,R,Biography,"October 4, 1985",Yugoslavia,2357.0,Manfred Durniok Filmproduktion
Thunder Run,PG-13,Action,"May 30, 1986",United States,,Lynn-Davis Productions
Marie,PG-13,Biography,"September 27, 1985",United States,2507995.0,Dino De Laurentiis Company
Movers & Shakers,PG,Comedy,"March 31, 1988",United States,372438.0,Asher-Grodin Productions
La Cage aux Folles 3: The Wedding,PG-13,Comedy,"February 14, 1986",France,345280.0,Columbia Films
James Joyce's Women,R,Drama,"September 13, 1985",Ireland,,The Rejoycing Company
Turtle Diary,PG,Comedy,"February 14, 1986",United Kingdom,2156772.0,Britannic
Maccheroni,PG,Comedy,"October 24, 1985",Italy,,Filmauro
My Man Adam,R,Comedy,"October 25, 1985",United States,,The Mount Company (II)
Sudden Death,R,Action,"September 13, 1985",United States,,Lodestar Productions
One Woman or Two,PG-13,Comedy,"February 20, 1987",France,,Hachette Première
Joshua Then and Now,R,Comedy,"September 20, 1985",Canada,542420.0,Films RSL
On the Edge,PG-13,Drama,"May 2, 1986",United States,,Alliance Communications Corporation
The Girl in the Picture,PG-13,Comedy,"July 5, 1985",United Kingdom,202428.0,Antonine Films
Here Come the Littles,G,Animation,"May 24, 1985",United States,6565359.0,ABC Entertainment
Came a Hot Friday,PG,Adventure,"October 4, 1985",New Zealand,,Mirage Films
Wuthering Heights,Not Rated,Drama,"October 9, 1985",France,,La Cecilia
The Frog Prince,PG,Comedy,"February 21, 1986",United Kingdom,,Enigma Productions
Lune de miel,R,Thriller,"November 20, 1985",France,,Malofilm
Tea in the Harem,,Drama,"June 6, 1986",France,,Centre national du cinéma et de l'image animée (CNC)
Mr. Love,PG-13,Comedy,"April 25, 1986",United Kingdom,,Enigma Productions
Death of an Angel,PG,Drama,"March 7, 1986",United States,,Angeles
Sincerely Charlotte,,Drama,"July 18, 1986",France,,Les Films de la Tour
Top Gun,PG,Action,"May 16, 1986",United States,357288178.0,Paramount Pictures
Aliens,R,Action,"July 18, 1986",United Kingdom,131060248.0,Twentieth Century Fox
Stand by Me,R,Adventure,"August 22, 1986",United States,52287414.0,Columbia Pictures
Ferris Bueller's Day Off,PG-13,Comedy,"June 11, 1986",United States,70720215.0,Paramount Pictures
Crocodile Dundee,PG-13,Action,"September 26, 1986",Australia,328203506.0,Rimfire Films
Labyrinth,PG,Adventure,"June 27, 1986",United Kingdom,13915874.0,Henson Associates (HA)
Highlander,R,Action,"March 7, 1986",United Kingdom,5900712.0,Thorn EMI Screen Entertainment
Big Trouble in Little China,PG-13,Action,"July 2, 1986",United States,11100577.0,Twentieth Century Fox
Pretty in Pink,PG-13,Comedy,"February 28, 1986",United States,40479480.0,Paramount Pictures
Platoon,R,Drama,"February 6, 1987",United States,138545632.0,Hemdale
Blue Velvet,R,Drama,"October 23, 1986",United States,8618766.0,De Laurentiis Entertainment Group (DEG)
Manhunter,R,Crime,"August 15, 1986",United States,8621783.0,De Laurentiis Entertainment Group (DEG)
Howard the Duck,PG,Action,"August 1, 1986",United States,37962774.0,Universal Pictures
The Fly,R,Drama,"August 15, 1986",United States,60629159.0,SLM Production Group
Little Shop of Horrors,PG-13,Comedy,"December 19, 1986",United States,38983045.0,The Geffen Company
The Mosquito Coast,PG,Adventure,"November 26, 1986",United States,14302779.0,The Saul Zaentz Company
The Karate Kid Part II,PG,Action,"June 20, 1986",United States,115103979.0,Columbia Pictures
River's Edge,R,Crime,"May 8, 1987",United States,4600000.0,Hemdale
9½ Weeks,R,Drama,"February 21, 1986",United States,6735922.0,Producers Sales Organization (PSO)
The Golden Child,PG-13,Action,"December 12, 1986",United States,79817937.0,Paramount Pictures
Star Trek IV: The Voyage Home,PG,Action,"November 26, 1986",United States,109713132.0,Paramount Pictures
Short Circuit,PG,Comedy,"May 9, 1986",United States,40697761.0,TriStar Pictures
The Delta Force,R,Action,"February 14, 1986",United States,17768900.0,Golan-Globus Productions
The Name of the Rose,R,Crime,"September 24, 1986",West Germany,7153487.0,Constantin Film
The Wraith,PG-13,Action,"November 21, 1986",United States,3500000.0,New Century Entertainment Corporation
The Color of Money,R,Drama,"October 17, 1986",United States,52293982.0,Touchstone Pictures
Hoosiers,PG,Drama,"February 27, 1987",United Kingdom,28607524.0,Cinema '84
Heartbreak Ridge,R,Drama,"December 5, 1986",United States,42724017.0,Jay Weston Productions
Flight of the Navigator,PG,Adventure,"August 1, 1986",United States,18564613.0,Walt Disney Pictures
Cobra,R,Action,"May 23, 1986",United States,49042224.0,Warner Bros.
Peggy Sue Got Married,PG-13,Comedy,"October 10, 1986",United States,41488348.0,TriStar Pictures
The Mission,PG,Adventure,"October 31, 1986",United Kingdom,17502499.0,Warner Bros.
Working Girls,Unrated,Drama,"March 20, 1987",United States,1777378.0,Alternate Current
Youngblood,R,Drama,"January 31, 1986",United States,15448384.0,Blueline Productions
Three Amigos!,PG,Comedy,"December 12, 1986",United States,39246734.0,L.A. Films
Maximum Overdrive,R,Action,"July 25, 1986",United States,7433663.0,De Laurentiis Entertainment Group (DEG)
Lucas,PG-13,Comedy,"March 28, 1986",United States,8200000.0,Lawrence Gordon Productions
Friday the 13th Part VI: Jason Lives,R,Horror,"August 1, 1986",United States,19472057.0,Paramount Pictures
The Money Pit,PG,Comedy,"March 26, 1986",United States,54999651.0,Amblin Entertainment
Back to School,PG-13,Comedy,"June 13, 1986",United States,91258000.0,Orion Pictures
Betty Blue,Unrated,Drama,"November 7, 1986",France,2016851.0,Gaumont
About Last Night,R,Comedy,"July 2, 1986",United States,38702310.0,TriStar Pictures
Critters,PG-13,Comedy,"April 11, 1986",United States,13167232.0,New Line Cinema
The Texas Chainsaw Massacre 2,Unrated,Comedy,"August 22, 1986",United States,8025872.0,Cannon Films
Iron Eagle,PG-13,Action,"January 17, 1986",United States,24159872.0,TriStar Pictures
One Crazy Summer,PG,Comedy,"August 8, 1986",United States,13431806.0,A&M Films
From Beyond,R,Horror,"October 24, 1986",United States,1261000.0,Empire Pictures
Sid and Nancy,R,Biography,"November 7, 1986",United Kingdom,2850707.0,Initial Pictures
Henry: Portrait of a Serial Killer,Unrated,Biography,"September 7, 1990",United States,609939.0,Maljack Productions
Mona Lisa,R,Crime,"June 13, 1986",United Kingdom,5794184.0,HandMade Films
Police Academy 3: Back in Training,PG,Comedy,"March 21, 1986",Canada,43579163.0,Police Academy Productions
Night of the Creeps,R,Comedy,"August 22, 1986",United States,591366.0,TriStar Pictures
The Sacrifice,PG,Drama,"May 9, 1986",Sweden,167292.0,Svenska Filminstitutet (SFI)
The Hitcher,R,Action,"February 21, 1986",United States,5844868.0,HBO Pictures
Rad,PG,Drama,"March 28, 1986",United States,2015882.0,TaliaFilm II Productions
An American Tail,G,Animation,"November 21, 1986",United States,84542002.0,Universal Pictures
SpaceCamp,PG,Adventure,"June 6, 1986",United States,9697739.0,ABC Motion Pictures
Raw Deal,R,Action,"June 6, 1986",United States,16209459.0,De Laurentiis Entertainment Group (DEG)
Hannah and Her Sisters,PG-13,Comedy,"March 14, 1986",United States,40084041.0,Orion Pictures
The Great Mouse Detective,G,Animation,"July 2, 1986",United States,38625550.0,Walt Disney Pictures
Ruthless People,R,Comedy,"June 27, 1986",United States,71624879.0,Touchstone Pictures
The Transformers: the Movie,PG,Animation,"August 8, 1986",United States,5860601.0,Sunbow Productions
Wildcats,R,Comedy,"February 14, 1986",United States,26285544.0,Hawn / Sylbert Movie Company
Troll,PG-13,Comedy,"January 17, 1986",Italy,5450815.0,Empire Pictures
At Close Range,R,Crime,"April 18, 1986",United States,2347000.0,Hemdale
The Boy Who Could Fly,PG,Drama,"August 15, 1986",United States,7177431.0,Lorimar Film Partners
Something Wild,R,Comedy,"November 7, 1986",United States,8362969.0,Religioso Primitiva
Heartburn,R,Comedy,"July 25, 1986",United States,25314189.0,Paramount Pictures
Crossroads,R,Drama,"March 14, 1986",United States,5839031.0,Columbia Pictures
The Clan of the Cave Bear,R,Adventure,"January 17, 1986",United States,1953732.0,Warner Bros.
She's Gotta Have It,R,Comedy,"August 8, 1986",United States,7137502.0,40 Acres & A Mule Filmworks
Running Scared,R,Action,"June 27, 1986",United States,38500726.0,Metro-Goldwyn-Mayer (MGM)
8 Million Ways to Die,R,Action,"April 25, 1986",United States,1305114.0,Producers Sales Organization (PSO)
Soul Man,PG-13,Comedy,"October 24, 1986",United States,27820000.0,Balcor Film Investors
Down by Law,R,Comedy,"September 25, 1986",United States,1504286.0,Island Pictures
Poltergeist II: the Other Side,PG-13,Horror,"May 23, 1986",United States,40996665.0,Freddie Fields Productions
Bad Blood,Unrated,Crime,"November 26, 1986",Switzerland,58731.0,Les Films Plain Chant
Psycho III,R,Horror,"July 2, 1986",United States,14481606.0,Universal Pictures
Allan Quatermain and the Lost City of Gold,PG,Action,"January 30, 1987",United States,3751699.0,Golan-Globus Productions
The Adventures of Milo and Otis,G,Adventure,"August 25, 1989",Japan,13299749.0,Fuji Television Network
Caravaggio,,Biography,"August 29, 1986",United Kingdom,5478.0,British Film Institute (BFI)
Children of a Lesser God,R,Drama,"October 31, 1986",United States,31853080.0,Paramount Pictures
Invaders from Mars,PG,Horror,"June 6, 1986",United States,4884663.0,Cannon Pictures
Matador,NC-17,Drama,"March 7, 1986",Spain,286126.0,Compañía Iberoamericana de TV
Down and Out in Beverly Hills,R,Comedy,"January 31, 1986",United States,62134225.0,Touchstone Pictures
April Fool's Day,R,Horror,"March 28, 1986",United States,12947763.0,Paramount Pictures
The Big Easy,R,Comedy,"August 21, 1987",United States,17685307.0,Kings Road Entertainment
Pirates,PG-13,Action,"July 18, 1986",France,1641825.0,Carthago Films S.a.r.l.
No Mercy,R,Crime,"December 19, 1986",United States,12303904.0,TriStar Pictures
Lady Jane,PG-13,Biography,"February 7, 1986",United Kingdom,277646.0,Capital Equipment Leasing
Club Paradise,PG-13,Comedy,"July 11, 1986",United States,12308521.0,Warner Bros.
Manon of the Spring,PG,Drama,"December 4, 1987",Switzerland,3940542.0,DD Productions
Gothic,R,Drama,"April 10, 1987",United Kingdom,916172.0,Virgin Vision
Armed and Dangerous,PG-13,Action,"August 15, 1986",United States,15945534.0,Columbia Pictures
F/X,R,Action,"February 7, 1986",United States,20603715.0,Orion Pictures
King Kong Lives,PG-13,Action,"December 19, 1986",United States,4711220.0,Toho Company
Castaway,R,Adventure,"September 11, 1987",United Kingdom,,Cannon Screen Entertainment
Wise Guys,R,Comedy,"April 18, 1986",United States,8475466.0,Metro-Goldwyn-Mayer (MGM)
Solarbabies,PG-13,Action,"November 26, 1986",United States,1579260.0,Brooksfilms
The Manhattan Project,PG-13,Sci-Fi,"June 13, 1986",United States,3900000.0,Gladden Entertainment
Trick or Treat,R,Comedy,"October 24, 1986",United States,6797218.0,De Laurentiis Entertainment Group (DEG)
Body Slam,PG,Comedy,"May 21, 1987",United States,,Hemdale
Jumpin' Jack Flash,R,Comedy,"October 10, 1986",United States,29844101.0,Lawrence Gordon Productions
Fire with Fire,PG-13,Drama,"May 9, 1986",United States,4636169.0,Paramount Pictures
Gung Ho,PG-13,Comedy,"March 14, 1986",United States,36611610.0,Paramount Pictures
True Stories,PG,Comedy,"October 10, 1986",United States,2545459.0,Gary Kurfirst Pictures
When the Wind Blows,Not Rated,Animation,"March 11, 1988",United Kingdom,5274.0,Meltdown Productions
Murphy's Law,R,Action,"April 18, 1986",United States,9947631.0,Cannon Group
Deadly Friend,R,Drama,"October 10, 1986",United States,8988731.0,Warner Bros.
Jean de Florette,PG,Comedy,"August 28, 1987",Switzerland,4940939.0,DD Productions
Reform School Girls,R,Crime,"August 22, 1986",United States,2510433.0,Balcor Film Investors
Band of the Hand,R,Action,"April 11, 1986",United States,4865912.0,Delphi V Productions
Vamp,R,Comedy,"July 18, 1986",United States,4941117.0,New World Pictures
Nothing in Common,PG,Comedy,"July 30, 1986",United States,32324557.0,Delphi Films
TerrorVision,R,Comedy,"February 14, 1986",United States,320256.0,Empire Pictures
Quicksilver,PG,Crime,"February 14, 1986",United States,7634909.0,Columbia Pictures
52 Pick-Up,R,Crime,"November 7, 1986",United States,5186646.0,Cannon Group
Black Moon Rising,R,Action,"January 10, 1986",United States,6637565.0,New World Pictures
Extremities,R,Drama,"August 22, 1986",United States,13418091.0,Atlantic Entertainment Group
The Men's Club,R,Drama,"September 19, 1986",United States,2556361.0,Atlantic Entertainment Group
Haunted Honeymoon,PG,Comedy,"July 25, 1986",United Kingdom,8033397.0,Orion Pictures
Summer,R,Drama,"August 29, 1986",France,63137.0,Ministère de la Culture et de la Communication
Tough Guys,PG,Comedy,"October 3, 1986",United States,21458229.0,Touchstone Pictures
Eliminators,PG,Action,"January 31, 1986",United States,4601256.0,Empire Pictures
The Best of Times,PG-13,Comedy,"January 31, 1986",United States,7817314.0,Cinema Group Ventures
Firewalker,PG,Action,"November 21, 1986",United States,11949484.0,Cannon Group
Modern Girls,PG-13,Comedy,"November 7, 1986",United States,604849.0,
Witchboard,R,Horror,"March 13, 1987",United Kingdom,7369373.0,Paragon Arts International
Clockwise,PG,Comedy,"October 10, 1986",United Kingdom,1476356.0,Thorn EMI Screen Entertainment
Legal Eagles,PG,Comedy,"June 20, 1986",United States,93151591.0,Universal Pictures
